filename,report_type,has_sustainability_section
Telefonica_Chile_SA_informercing_cttlvko8.pdf,integrated report,True
Burckhardt_Compression_Holding_AG_LSE_0QNNL_2018_go1xe7qc.pdf,integrated report,True
Centene_Corp_NYSE_CNC_2016_pv0fv5qi.pdf,annual report,False
Select_Medical_Holdings_Corp_2020-annual-report-10-k_s705nexe.pdf,annual report,False
Landis__Gyr_AG_LandisGyr_Sustainability-Report_2016-17_5ciomp93.pdf,integrated report,True
Bosideng_International_Holdings_Ltd_esr237655-e101_ge2ibgaf.pdf,integrated report,True
Faurecia_Automotive_Slovakia_sro_faurecia_ddr_2015_vgb_pour_mel_gqcghobt.pdf,integrated report,True
Naseej_for_Technology_Co_annualreport2021_oct_9l71a39h.pdf,annual report,False
Piquadro_SA_piquadro_bilancio_di_sostenibilit_al_31_marzo_2019_dnf_eng_no_signed_rel_rev_x_sito__su49jaup.pdf,integrated report,True
Nutrien_Ltd_Nutrien_ESG20Report202022_xtz39xhb.pdf,sustainability report,True
Raymond_Ltd_2022_corp_responsibility_report_86b9ghms.pdf,integrated report,True
Unknown_2011-Annual-Report-and-Accounts-for-the-year-ended-31-December-20111_yea72djn.pdf,other,True
PT_Indofood_CBP_Sukses_Makmur_Tbk_ICBP_Annual20Report_2017_4023rfdt.pdf,other,False
EnQuest_PLC_LSE_ENQL_2017_j4n7k0ao.pdf,annual report,True
Unknown_2021042301944_6vxeawzj.pdf,annual report,False
Seiko_Electric_Co_Ltd_SEIKO_value_report_2022_all_ugwdvz71.pdf,integrated report,True
Encore_Capital_Group_Inc_encore-capital-group-2021-esg-report_ksw23cer.pdf,sustainability report,True
Unknown_202020Integrated20annual20report_i1nvyfqp.pdf,integrated report,True
Hdc_Holdings_Co_Ltd_en_esg_e5wt2ipr.pdf,sustainability report,True
Sitowise_Group_Oyj_sitowise-annual-report-sustainability-report-2021pdf_x563vwz2.pdf,ERROR: Expecting value: line 1 column 1 (char 0),
Great_Eagle_Holdings_Ltd_2019-annual-report-e_ccbq83cz.pdf,annual report,False
Mitsui_DM_Sugar_Holdings_Co_Ltd_en_sustainability_2019_2y6wem9l.pdf,sustainability report,True
Marshalls_2008_marshalls_report_-2008-final_j3mu4bdo.pdf,integrated report,True
Unknown_2022-ESG-Data-Appendix_FINAL_ldj0b8wz.pdf,integrated report,True
Unknown_acs04-csr-esp_2wgz8riy.pdf,sustainability report,True
RBL_Bank_Ltd_5400650319_ye9prbx7.pdf,other,False
Fujitec_Co_Ltd_P22-23_CSR_qcnn0lsv.pdf,other,True
Stockland_stockland-corporate-responsibility-and-sustainability-report-fy11_ao8txa45.pdf,integrated report,True
Unknown_2014-cap-annual-report_m52nvmyx.pdf,other,False
Unknown_2022-Corporate-Responsibility-Report_ajaov7jm.pdf,integrated report,True
AIB_Group_PLC_annual-report-2013_w2uuexld.pdf,annual report,False
Sharp_Corp_esr2010e_larb6zq2.pdf,sustainability report,True
Deutsche_Bank_AG_deutsche-bank-cr-report-2004_ccuo91pk.pdf,sustainability report,True
Hawaiian_Electric_Co_201803_eot_roadmap_sb2lufvs.pdf,other,True
Siltronic_AG_20220309_Siltronic_Non-financial_Report_2021_qxyku58i.pdf,integrated report,True
Nong_Shim_Co_Ltd_Nongshim_2017AR_English_yh0gu8i4.pdf,annual report,False
QleanAir_AB_qleanair-annual-report-2021_28upgn8c.pdf,annual report,True
Unknown_2020CSR_4vxiitdz.pdf,integrated report,True
Baytex_Energy_Corp_Baytex-Energy-CSR-Report_WEB_xpxit1ep.pdf,sustainability report,True
Boryung_Corporation_EBB3B4EBA0B920ECA780EC868DEAB080EB8AA5EAB2BDEC9881EBB3B4EAB3A0EC849CEC9881EBACB8_ebpit5lz.pdf,other,False
Unknown_2021_Annual_report_s53cfjja.pdf,sustainability report,True
Algonquin_Power__Utilities_Corp_AQN-ESG-Report-2022_f02bs8x6.pdf,integrated report,True
Unknown_0001728949-21-000076_ohjtudwf.pdf,annual report,False
Petropavlovsk_PLC_POG-Report-and-Accounts-2017_uzeva0at.pdf,integrated report,True
Seacor_Marine_Holdings_Inc_SEACOR_20_21_Sustainability_Report_lz95gbar.pdf,sustainability report,True
Nedbank_Ltd_2009_Nedbank_Group_Governance_and_Sustainability_9qn3ijjv.pdf,integrated report,True
Mahindra__Mahindra_Limited_Mahindra-Sustainability-Report-2020-21_hv8pwdn0.pdf,sustainability report,True
Mediclinic_International_PLC_c5211b1f-4762-4ccd-92f2-666ccc22f689_4nzxi5qj.pdf,integrated report,True
Toshiba_Corp_report05_all_en_kp11exqf.pdf,integrated report,True
Unknown_754_vy6a7jg6.pdf,integrated report,True
Unknown_2021_Annual_report_jizvc16p.pdf,integrated report,True
iHeartMedia_Inc_iHeartMedia_ImpactReport_2018_ltorwjg8.pdf,other,False
Arvind_Ltd_Arvind_AR_2022-23_0_iwp4673c.pdf,other,False
ARC_Resources_Ltd_ARC_2011_Annual_Report_c5o4abij.pdf,annual report,False
Kohls_Corp_Kohls-ESG20Report_q2kwnn3m.pdf,sustainability report,True
Unknown_26709850_AR_SMN_2021___LK_pug3sh79.pdf,integrated report,True
Tristate_Holdings_Ltd_Tri-State20Environmental20Social20Governance20Jan202021_efkxlfo6.pdf,sustainability report,True
Solutions_30_SE_S30_-SustainabilityReport2021_xn2km489.pdf,integrated report,True
EQT_AB_Annual20Report2020162028AB29_dwqx07hq.pdf,integrated report,True
Reunert_Ltd_2019-IR_x4odw9sa.pdf,integrated report,True
Unknown_2022-CNA-ESG-Report_6fr1g0m0.pdf,integrated report,True
Unknown_2008-Annual-Report-English_robzpu59.pdf,annual report,True
Unknown_3585_8q5qs8ry.pdf,integrated report,True
Nof_Corp_19all_tlz9226t.pdf,sustainability report,True
Lewis_Group_Ltd_lewisgroup_ar_08_gja964nz.pdf,other,True
CNP_Assurances_2020-csr-report_798t7yk0.pdf,integrated report,True
Saint-Gobain_Sekurit_India_Ltd_SaintGobain-URD2021-EN_02_1_l7d7p58t.pdf,integrated report,True
Marubeni_Corp_sdr2019_en_03-2_ge3q0848.pdf,integrated report,True
SLM_Corp_2022-_SLM_solutions_annual_report_Final__English__vujgtnbs.pdf,annual report,False
Unknown_265c7d0c-c90b-4287-9c16-bd37e32103f8_i95159im.pdf,annual report,False
Unknown_Abbott-2022-Global-Sustainability-Report-June-2023_i0iz99yb.pdf,sustainability report,True
Orix_Corp_en-esgreport-def2297e3da07bae82a8a3d60ae2378eb5ccdd06_ruy999em.pdf,sustainability report,True
HKBN_Ltd_LTN20171115223_uwdnzzi1.pdf,other,False
Unknown_2022_steel_for_green_en_dseluikr.pdf,sustainability report,True
Aurobindo_Pharma_Ltd_aurobindo_ar_2013_202014_sa4mfecm.pdf,annual report,True
Robertet_SA_2016-RSE_ROBERTET-UK_zzi1qibx.pdf,sustainability report,True
Danske_Bank_As_cr-report-2014_og33p2ai.pdf,integrated report,True
Elekta_AB_publ_elekta-annual-report-18-en_d8dj1jil.pdf,integrated report,True
Arb_Holdings_Ltd_17760-ESG-Environmental-Sustainability-Report-7_9x8dqx8p.pdf,integrated report,True
Pure_Storage_Inc_2021-esg-pure-report-technology_30fvmwjp.pdf,sustainability report,True
Unknown_318a849d-24ee-4446-8d32-890c925006bd_sn2gxkor.pdf,annual report,True
Kap_Ag_kap-integrated-report-2022_f7lhd9r7.pdf,integrated report,True
Unknown_2022-godaddy-us-diversity-report_bg9q8z0w.pdf,sustainability report,True
SpartanNash_Co_2016_SpartanNash_CRR_view-online_ghujcfjg.pdf,sustainability report,True
Cargotec_Oyj_kone-annual-report-2003_tcm17-13659_7w7ialdf.pdf,annual report,True
Rwe_AG_20009-gb2002e_h8w9g2fq.pdf,annual report,False
Siemens_AG_sustainability-report-2020-siemens-energy_u8ixuggp.pdf,sustainability report,True
RCL_Foods_Ltd_Sustainability-Report-1_kkv0oi6s.pdf,integrated report,True
Santen_Pharmaceutical_Co_Ltd_ar2012_ov40q778.pdf,annual report,False
Hulic_Co_Ltd_csr_report2017_e_ts230w2u.pdf,integrated report,True
Unknown_2018-company-profile_cwz968nk.pdf,annual report,False
Sixt_Leasing_SE_DE0007231326-JA-2016-EQ-E-00_z2wfx9f1.pdf,annual report,False
Unknown_2023042704942_wzv2kg92.pdf,ERROR: Expecting value: line 1 column 1 (char 0),
Unknown_2023_15_en_95qx6prh.pdf,integrated report,True
Tsubakimoto_Kogyo_Co_Ltd_2022-tsubaki-annual-report_en_nn66jmmt.pdf,integrated report,True
Guess__Inc_GUESS-FY16-17-Sustainability-Report_lix4o3de.pdf,sustainability report,True
Glanbia_Co-operative_Society_Limited_glanbia-ar2013-web_jw2h1gae.pdf,integrated report,True
Intralot_SA_Corporate_Responsibility_Report_2019_n1_gkv0ykg3.pdf,sustainability report,True
Unknown_2017-Environmental-Social-Responsibility-Update_Sep-2018_o582cs82.pdf,sustainability report,True
Astellas_BV_astellas_ar2019_en_9wm0azpd.pdf,integrated report,True
Unknown_600755_20220421_12_Pm5BgSQ6_9kqlnqlp.pdf,integrated report,True
Parker_Corporation_NYSE_PH_2019_jkzv86cr.pdf,sustainability report,True
Unknown_2012-annual-report-india_0x2x8vc3.pdf,annual report,False
Comarch_SA_Krakow_Annual-Report-2011_f0vnloli.pdf,integrated report,True
Fuji_Co_Ltd_CSR2022_e_5o3tntgq.pdf,sustainability report,True
Piramal_Enterprises_Ltd_5003020313_5zqkz9l4.pdf,annual report,False
SP_Global_Inc_impact-report-2021_r58ksqcn.pdf,integrated report,True
Unknown_33994086_yddm9twz.pdf,other,False
oOhMedia_Ltd_oOhmedia-Annual-Report-2022_63vogkks.pdf,annual report,True
Oji_Holdings_Corp_library_2008_5az403tr.pdf,annual report,True
Bajaj_Auto_Ltd_bal_2014_for_web1_45v9nlvy.pdf,other,False
Aramark_Aramark-2020-Impact-Report_x95fr7g5.pdf,integrated report,True
Balfour_Beatty_Group_Employment_Limited_cr_2005_h4sptwpx.pdf,sustainability report,True
Prudential_PLC_prudential-plc-ar-2020_96oup31e.pdf,integrated report,True
Unknown_3mtm-2021-nordic-sustainability-report_aqehhukj.pdf,integrated report,True
Blackrock_Inc_blackrock-2022-sasb-disclosure_b4upshx7.pdf,sustainability report,True
Patrick_Corporation_Ltd_ir-ar08-annual-report_hh2ej1j0.pdf,annual report,True
PepsiCo_Inc_pepsico_2018_csr_blyxbpb2.pdf,sustainability report,True
Shionogi__Co_Ltd_ehs_2021_e_vdl5q4d9.pdf,integrated report,True
Tata_Steel_Ltd_Sustainability20report202021-202220English_0_t5ak293q.pdf,sustainability report,True
Enka_Insaat_Ve_Sanayi_AS_201020ANNUAL20REPORT_bz398b4c.pdf,annual report,False
Unknown_0101_311220_hkr0kz6t.pdf,integrated report,True
Unknown_2022-GXO_ESG_Report_kbe0qn1n.pdf,sustainability report,True
BBVA_Compass_Bancshares_Inc_Annual-Report-2020_ENG1_kdcttlvk.pdf,integrated report,True
Intercontinental_Hotels_Group_PLC_ADA2C0B5C4FF40CABAE71BC1812F19DB_4cwxvov3.pdf,annual report,False
Shanghai_Electric_Power_Co_Ltd_82798_019nev1e.pdf,sustainability report,True
Shin-Etsu_Polymer_Co_Ltd_report_en_2022_cixejeox.pdf,integrated report,True
Unknown_66953dad907c482ab9d89ae4d46c0388_00igfze9.pdf,other,False
Ralph_Lauren_Corp_Fiscal2017_CorporateResponsibilityReport_iplkkv0o.pdf,sustainability report,True
Savills_PLC_savills-ar18_v2jfywvb.pdf,annual report,False
Ley_Choon_Group_Holdings_2021-Annual-Report_jmbwtysu.pdf,integrated report,True
Downer_Edi_Ltd_20140805-Annual-Report-2014_2uk0n4lm.pdf,annual report,True
PT_Bakrie_Sumatera_Plantations_TBK_AR2017_PT20Bakrie20Sumatera20Plantations20Tbk_bnip91tq.pdf,integrated report,True
Unknown_650713a78100f398f325c42f90432a0b_01o0g1nh.pdf,integrated report,True
Elnusa_TBK_7872ar-elnusa-09_zs1rnawi.pdf,integrated report,True
Installed_Building_Products_Inc_2022_IBP_ESG_Report_tgzt7fe3.pdf,integrated report,True
LS_CORP_2022_2023_LSELECTRIC_CSR_Report_dr0dcxsq.pdf,integrated report,True
Mekonomen_AB_mekonomen-group_2014_9fjwl6np.pdf,annual report,True
Sparebank_1_Ostlandet_SB1O_annual_report_2019_1ohrn4oz.pdf,integrated report,True
Unknown_12179822783690541_bl1b3clg.pdf,integrated report,True
Burgerfi_International_Inc_Movers-and-shakers_edxx96ou.pdf,other,False
Unknown_2020-Charah-Solutions-Annual-Report_pug3sh79.pdf,integrated report,True
Unknown_1901_4ch3st16.pdf,sustainability report,True
Finolex_Industries_Ltd_Business-Responsibility-Sustainability-Report_2022-23_c3hhgtut.pdf,integrated report,True
Aker_Biomarine_ASA_816f86d2b3e316fa_a8ew1kut.pdf,sustainability report,True
Ebara_Corp_Integrated-Report-2021-EBARA-Corp_n0qkywtx.pdf,integrated report,True
Bank_of_Queensland_Ltd_ASX_BOQ_2008_n6f3dlz1.pdf,annual report,True
Sebang_Co_Ltd_2022_SEBANG20_SUSTAINABILITY_REPORT_ENG_46fr1g0m.pdf,integrated report,True
Provident_Financial_PLC_LSE_PFG_2007_pppdrnfm.pdf,annual report,False
Chandra_Asri_Petrochemical_TBK_Laporan20Keberlanjutan20201920PT20Chandra20Asri20Petrochemical20Tbk_qwm1phuh.pdf,sustainability report,True
Linde_AG_TLG_Annual_2006_GB20small_tcm316-6155_2ooml0uj.pdf,other,False
Crest_Nicholson_PLC_6-reports-media-item_lf3i8tp4.pdf,integrated report,True
Great_Eagle_Holdings_Ltd_2018-annual-report-e_9t97h9br.pdf,annual report,False
Allcargo_Logistics_Ltd_allcargo-group_esg-report-2021-2022_osu3bhw6.pdf,integrated report,True
China_Merchants_Bank_Co_Ltd_LTN201203281452_aqda697v.pdf,annual report,True
Motherson_Sumi_Wiring_India_Ltd_MSWIL-AR-2022-23_8798t7yk.pdf,integrated report,True
Lion_Corp_2020-Sustainability-Report_i68bbu7u.pdf,integrated report,True
Marquard__Bahls_AG_Marquard-Bahls_Sustainability-Report-2010_EN_7t9eoqtv.pdf,integrated report,True
Galliford_Try_Holdings_PLC_sustainability-report-2014_rao7w2pz.pdf,sustainability report,True
Bausch__Lomb_Corporation__wauztupd.pdf,sustainability report,True
Unknown_202220Sustainability20Report_lg4um2o1.pdf,sustainability report,True
Lowes_Cos_Inc_Lowes_2019_FINAL_optimized_xc8uoy2t.pdf,integrated report,True
Banyan_Tree_Holdings_Ltd_BTG2022_Sustainability_Report_wg4mg9gf.pdf,sustainability report,True
Energy_Recovery_Inc_2020-ESG-Report_ntp84q3v.pdf,integrated report,True
Midsummer_AB_Midsummer-Impact-Report_hzslt1o8.pdf,sustainability report,True
Swire_Properties_Ltd_ar14_la44kphe.pdf,integrated report,True
Canfor_Pulp_Products_Inc_canfor-sustainabilityreport-2015_xzy1v205.pdf,sustainability report,True
Bytes_Technology_Group_PLC_Annual_Report_and_Accounts_2021_qf7bg4ch.pdf,integrated report,True
Ibstock_PLC_ibstock-plc-environmental-report-2017_hz2wfx9f.pdf,sustainability report,True
Make_Corporation_SR16_E_All_nbedqzc7.pdf,sustainability report,True
JGC_Holdings_Corp_jgc_ar2016e_fd9usbyc.pdf,other,False
EKI_Energy_Services_Limited_69298543284_zj7y1tjh.pdf,other,False
ISG_PLC_sustainability20report202012_s1zr7bos.pdf,sustainability report,True
Teijin_Ltd_csr_14_en_all_9t66qo18.pdf,sustainability report,True
Bank_of_Hawaii_Corp_NYSE_BOH_2013_8664s6dm.pdf,annual report,False
Grainger_PLC_Grainger_Annual_Report_20_klqtsg4r.pdf,integrated report,True
Unknown_2022_LGChem_Sustainability_Report_ENG_dy4esyz0.pdf,sustainability report,True
Unknown_21_houkokusyo_knqj4uwv.pdf,sustainability report,True
Unknown_20210428-otsuka-corporation_zpcyl7pv.pdf,other,False
Kei_Industries_Ltd_kei-annual-report-2020_fc8y6o3x.pdf,annual report,False
Adani_Ports__Special_Economic_Zone_Ltd_AR-2015_ly68pipb.pdf,annual report,True
MEG_Energy_Corp_MEG-Energy-ESG-Report-2021_mrqyijmb.pdf,sustainability report,True
Unknown_5_Readly_Annual_Rep_2021_Eng_ucw640wo.pdf,integrated report,True
Pitney_Bowes_Inc_20-mktc-00366-corporate-responsibility-report-2018-us-web-2-7-20_o72twmbd.pdf,sustainability report,True
Crest_Nicholson_Holdings_Plc_17-feb-2020-annual-integrated-report_l2c1g10e.pdf,integrated report,True
Oshkosh_Corp_NYSE_OSK_2013_bfsaxjsn.pdf,integrated report,True
Great_Eastern_Shipping_Co_Ltd_GESCL_68AnnualReport_2016_0xns664s.pdf,annual report,False
Unknown_23076_Whitbread_AR2020_web_0v2mxh4f.pdf,other,False
Air_Products_and_Chemicals_Inc_900-21-010-us-sustainability-report-2021_0dr9p60k.pdf,integrated report,True
Sumitomo_Corp_2006csr_all_e_glducso3.pdf,integrated report,True
Beter_Bed_Holding_NV_files_j11molwx.pdf,integrated report,True
AFLAC_Inc_2013-csr-report-final_oxgizar1.pdf,sustainability report,True
Singapore_Airlines_Ltd_sustainabilityreport1819_1tsl3nwh.pdf,integrated report,True
Unknown_55637_407np0or.pdf,other,False
Investec_Ltd_Investec20sustainability20report202017_ou6xj8o0.pdf,integrated report,True
Unknown_632170WP0House00Box0361508B0PUBLIC0_58ugx0pv.pdf,other,True
Sopharma_AD_3jr_nonfinancial_decl_2017_group_en_bncbtav5.pdf,integrated report,True
Sam_Sung_Semicondutor__Telecommunication_Co_Ltd_about-us-sustainability-report-and-policy-sustainabi_prbx7h4e.pdf,sustainability report,True
Exxon_Mobil_Corp_sustainability-report_u0ohm6g3.pdf,sustainability report,True
Jubilant_Industries_Ltd_csr-report-2017-18_emy8hopf.pdf,sustainability report,True
Seed_Co_Ltd_DOC-Corteva_2022_Sustainability_and_ESG_Report-Global_rqemgyzd.pdf,integrated report,True
BG_Group_PLC_bg_h4etxhku.pdf,integrated report,True
Avery_Dennison_Corp_AveryDennison_SustainabilityReport_2017_f_wdemqg51.pdf,sustainability report,True
Mahindra__Mahindra_Ltd_Mahindra-26-Mahindra-Sustainability-Report-2022-23_0_4k1toj66.pdf,integrated report,True
Unknown_2004report21_22_e_1ohsl6bx.pdf,sustainability report,True
Tata_Consultancy_Services_Limited_annual-report-2020-2021_5l5tbnzz.pdf,integrated report,True
Unknown_2022033100197_w4pq05yp.pdf,sustainability report,True
Bell_Food_Group_AG__ju45deo3.pdf,annual report,False
Unknown_2022-MSC-Industrial-Supply-Inc-ESG-Report_klcgaob8.pdf,sustainability report,True
Fujikura_Ltd_csr2020_all_ehx85wml.pdf,integrated report,True
Miyoshi_Ltd_Sustainability20Report202021_gmwjwp9p.pdf,sustainability report,True
Unknown_2021_PKY_Annual_Sustainability_Report_Final_ts6fuhv9.pdf,sustainability report,True
Games_Workshop_Group_PLC_2018-19-Annual-Report-with-Cover_170sy0ko.pdf,annual report,False
JD_Sports_Fashion_PLC_annual-report-2019_rxn06cv3.pdf,other,False
Unknown_2005_annual_report_-_full_version_e6bnee0f.pdf,annual report,False
Smithfield_Foods_Inc_smi_csr_10_m7qsosu3.pdf,integrated report,True
Apple_Inc_Apple_Environmental_Responsibility_Report_2014_1c2qdqit.pdf,sustainability report,True
Unknown_86202111037794tekfen-annual-report-en-2020-web_os2vb624.pdf,other,False
Unknown_2022041901694_4c1rv2q8.pdf,integrated report,True
Sumitomo_Electric_Industries_Ltd_2011_all_7lwlkksc.pdf,integrated report,True
Unknown_16193538730635fl8wi_wl8x0grs.pdf,sustainability report,True
Unknown_2649308_kzv86crx.pdf,integrated report,True
Rand_A_Technology_Corp_RAND_CP1-2004_r6bou6xj.pdf,other,False
JSW_Energy_Ltd_JSW-Energy-IR-20-07-19_xhc2cr8u.pdf,integrated report,True
Arkil_Holding_AS_DWSDownload_48ognmv3.pdf,annual report,True
Guan_Chao_Holdings_Ltd_2022042802280_o5obnwh9.pdf,annual report,True
Saudi_Airlines_Catering_Company_Annual-Report-PDF184201916323_hv96jo30.pdf,annual report,True
Unknown_160307_ica_gruppen_annual_report_2015_1twa6vev.pdf,integrated report,True
Kennametal_Inc_KMT-ESG20Report202021_50xsbdzz.pdf,integrated report,True
Industrial_Securities_Co_Ltd_2021032616400315049674069_en_4ag591qu.pdf,integrated report,True
ST_AG_S-T_Annual-report_2021_final_sec_g4dn2dsy.pdf,annual report,False
BASF_SE_2007_BASF_Report_ryae9nbq.pdf,integrated report,True
Autosports_Group_Ltd_452b768v1nvm17_9hc98yl1.pdf,annual report,False
Myer_Holdings_Ltd_Myer_National_Packaging_Covenant_Report_2008-2009-Public_Document_rl7pvlk2.pdf,sustainability report,True
Astral_Foods_Ltd_ANNUAL20REPORT20201820-20SUSTAINABILITY20REPORT_8iovqvpm.pdf,integrated report,True
Havells_India_Ltd_Havells20SR202015-2016_raaw501m.pdf,sustainability report,True
Tritax_Big_Box_REIT_PLC_LSE_BBOX_2019_p6eemwns.pdf,integrated report,True
Tsogo_Sun_Gaming_Ltd_intergrated_reports_statements_2013_tsogo_sun_integrated_annual_report_2013-31-_7m8hz18u.pdf,integrated report,True
Dream_Security_Co_Ltd_Dream_SustainabilityUpdateReport_2021_vfd20su6.pdf,sustainability report,True
Sonic_Healthcare_Ltd_annual-report-2015-inc-detailed_mh6orl7p.pdf,annual report,True
Logan_Group_Co_Ltd_ESG_Report_latest_EN_3fsh8id9.pdf,integrated report,True
Cineplex_Inc_CSR20Statement20March202021amended_fttgzt7f.pdf,sustainability report,True
National_Grid_plc_download_lf4twl8x.pdf,annual report,False
Intesa_Sanpaolo_SPA_DCNF202018_eng_16pnkjw3.pdf,integrated report,True
Exide_Industries_Ltd_dd85741f-ef3f-4ed5-9330-ccf0e1c4879f_0kneczl2.pdf,integrated report,True
Sumco_Corp_csr_rep20en_syzc5u6m.pdf,integrated report,True
Nippon_Shokubai_Co_Ltd_td_download_zv6400st.pdf,integrated report,True
Capitec_Bank_Holdings_Ltd_annual_report_nidr3at8.pdf,integrated report,True
Royal_Holdings_Co_Ltd_integrated-report_pb2wgtnf.pdf,integrated report,True
Taylor_Wimpey_PLC_sustainability-report-2017_4r4g53ym.pdf,integrated report,True
Santos_Ltd_ASX_STO_2005_asazza8z.pdf,annual report,True
CSX_Corp_CSX2014_CSR_Report_m7xr7l35.pdf,integrated report,True
Spok_Holdings_Inc_Annual-ESG-Report-2022_v1eraxxx.pdf,integrated report,True
NOCIL_Ltd_DownloadPfdFile_wyps66fo.pdf,other,False
Unknown_358d9a33-183e-4b77-957e-37f46d130e71_wamnhqns.pdf,integrated report,True
Titan_Company_Ltd_Annual_Report_2019_20_ufd92ukb.pdf,integrated report,True
BEWi_ASA_Annual-report-2021-BEWI-ASA_cob34fgs.pdf,integrated report,True
Orascom_Development_Holding_AG_2021-Annual-Report_6t8eswbf.pdf,integrated report,True
Unknown_2021-oge-demand-report_jjdy0suu.pdf,annual report,True
Indiabulls_Housing_Finance_Ltd_ibhfl_annual_report_2020-21-0395615001625843817_ec1s34k4.pdf,integrated report,True
Metropolis_Healthcare_Ltd_Annual20Report_2021-22_t1c85a05.pdf,integrated report,True
Hwashin_Co_Ltd_continue_2021_eng_sqhsittk.pdf,sustainability report,True
DIC_Corporation_dic_report_en_2020_detail_vopg6r51.pdf,integrated report,True
Biocon_Ltd_BioconFoundation_AR_2019_vmh8v7ms.pdf,other,False
Unknown_20230926_india_ageing_report_2023_web_version__cnn0lsvn.pdf,other,False
Admiral_Group_PLC_61a13634-0683-4419-b9b2-3b785c895123_sf93z8w3.pdf,integrated report,True
Unknown_21fulle-all_lfx6hlos.pdf,integrated report,True
Repsol_SA_Corporate-Responsibility-Report-2008_tcm14-20923_gne9aolu.pdf,integrated report,True
Taka_Jewellery_Holdings_Ltd_Taka_Jewellery_SR21_8yrmstpw.pdf,sustainability report,True
Softbank_Group_Corp_sbkk_annual_report_2019_en_qeijt6io.pdf,integrated report,True
Canfor_Pulp_Products_Inc_canfor-and-canfor-pulp-sustainability-report_h9v6ir70.pdf,integrated report,True
Unknown_2023042701886_d9x1h2v4.pdf,integrated report,True
Continental_Materials_Corp_gri_report_2013_en_zdlvzt5s.pdf,integrated report,True
Ramco_Cements_Ltd_annual-report-2021-22_peu1e8r5.pdf,other,True
Unknown_2023042101335_kyzhtmjn.pdf,other,False
Keurig_Dr_Pepper_Inc_GMCRSustainabilityReport_2008_ijmbwtys.pdf,sustainability report,True
Greenyard_Foods_NV_Sustainability20report202019_6p2rb2ia.pdf,sustainability report,True
Hitachi_High-Tech_Europe_Gmbh_csr2011e_wzv2kg92.pdf,integrated report,True
Soitec_soitec_ddr_2013-2014_c3koeray.pdf,annual report,False
KUKA_AG_media_m8ixcsb2.pdf,integrated report,True
PT_Bakrie_Sumatera_Plantations_TBK_BSP_Annual20Report202018_jlwn46ge.pdf,integrated report,True
Bezeq_The_Israel_Telecommunication_Corp_Ltd_1b9af886-c062-4bac-b822-c4bfe101df04_mavth8pp.pdf,integrated report,True
Beiersdorf_AG_bei07-sus-de_k4qgsqby.pdf,sustainability report,True
Qaf_Ltd_a2011_qibo8l2n.pdf,annual report,False
CSX_Corp__hrh0mx6k.pdf,integrated report,True
NIB_Holdings_Ltd_239-2008-1en_ozqxclao.pdf,sustainability report,True
Tibet_Water_Resources_Ltd_TibetAHumanDevelopmentAndEnviromentReport_lp4h5zt2.pdf,other,True
Ashok_Leyland_Ltd_Sustainability-Report-2018-19Lowres_5ycz5vfc.pdf,integrated report,True
Shoprite_Holdings_Ltd_Shp_AR2004_Shoprite_4q23reuq.pdf,annual report,True
Acadia_Realty_Trust_AKR_CorporateResponsibilityReport_dqit96nc.pdf,integrated report,True
Caverion_Oyj_caverion-sustainability-report-2018_qafzip97.pdf,sustainability report,True
AngloGold_Ashanti_plc_AGA-SR22_gl7d7p58.pdf,integrated report,True
Brookfield_Asset_Management_Ltd_BAM-2022-Sustainability-Report_of0mhpj5.pdf,sustainability report,True
Burkhalter_Holding_AG_Nachhaltigkeitsbericht_2020_en_WEB_0ohm6g3m.pdf,sustainability report,True
Unknown_2022_HD20Hyundai20Electric_Integrated20ReportIssued20in202023_zhtmjnry.pdf,integrated report,True
Datang_Environment_Industry_Group_Co_Ltd_2022052702091_7xr7l35i.pdf,sustainability report,True
FirstEnergy_Corp_climate-report_6r4bnjf4.pdf,integrated report,True
Kongsberg_Gruppen_ASA_kog_annual_report_and_sustainability_report_2016_en_5b447sm8.pdf,integrated report,True
Petronet_LNG_Ltd_Annual20Report20of20PLL-20FY202020-21_6oapv0z9.pdf,annual report,True
Britvic_Plc_britvic-annual-report-2021_alpq7ar7.pdf,integrated report,True
Unipetrol_AS_OURPA_Annual_report_2021_8ugx0pv9.pdf,annual report,True
Lenzing_AG_Lenzing_JFB_2011_EN_n3ijjv3k.pdf,annual report,True
Chemours_Co_The_carbon-disclosure-project-response_rgk5u3re.pdf,sustainability report,True
MERITZ_SECURITIES_CO_LTD_sstn_report_2019_eng_96p2rb2i.pdf,sustainability report,True
Titan_Company_Ltd_Annual20Report202013_p4r8w07u.pdf,other,False
Link_Mobility_Group_ASA_LINK-Mobility-Group-Holding-ASA-Annual-Report-2022_w9hp55i9.pdf,integrated report,True
Unknown_44mz2f1chf1cpc_tcid849p.pdf,integrated report,True
Ingevity_Corp_2020-Sustainability-Report-Update_Ingevity_t1upfx44.pdf,integrated report,True
Unknown_1380859_ejohf4m6.pdf,integrated report,True
Capgemini_SE_2014_registration_document_p3lqk6oj.pdf,integrated report,True
Opsm_Group_Ltd_2004_12_31_luxottica_annual_report_eng_52er3s83.pdf,annual report,False
Iluka_Resources_Ltd_2021-Annual-Report-including-Appendix-4E_2ql1girk.pdf,integrated report,True
